Article,Category,"Name English","Description English","Name French","Description French","Name Dutch","Description Dutch",Status,"Purchase price",Price,"Old price","Tax rate",Units,Inventory,Weight,"EAN code",Condition,Home,"Web address"
"Men T-shirts cream 25 kg",Men,"Men T-shirts 25kg. 7,20 €/kg","T-shirts hommes crème 25kg. 7,20 €/kg","Heren t-shirts creme 25kg. 7,20 €/kg","This article contains different t-shirts and polo's for men cream quality.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 7,20 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Cet article contient différents t-shirts et polos pour hommes qualité crème.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 7,20 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div>","Dit artikel bevat verschillende t-shirts en polo's voor heren creme kwaliteit.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 7,20 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,180.00,195,21,,3,25,,Used,No,men/men-t-shirts-cream-25kg-7-20-eur/kg
"Men t-shirts A. 25 kg",Men,"Men t-shirts A. 25kg. 3,40 €/kg","T-shirts hommes A. 25kg. 7,20 €/kg","Heren t-shirts A. 25kg. 3,40 €/kg","This article contains different t-shirts and polo's for men grade A.<div>They are all different sizes and models suitable for summer.</div><div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per 25 kg bag.</div><div>Price is 3,40 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div><div><br /></div>","Cet article contient différents t-shirts et polos pour hommes grade A.<div>Ils sont tous de tailles et de modèles différents adaptés à l'été.</div><div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,40 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div>","Dit artikel bevat verschillende t-shirts en polo's voor heren grade A.<div>Ze zijn allemaal verschillende maten en modellen geschikt voor de zomer.</div><div>Beschikbaar voor verzending of ophalen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,40 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,85,110,21,,2,25,,Used,No,men/men-t-shirts-a-25kg-3-40-eur/kg
"Big sizes ladies dresses 25 kg",Ladies,"Big sizes ladies dresses 25kg.  4,40 €/kg","Robe femme grandes tailles 25kg. 4,40 €/kg","Dames jurken grote maten 25kg.  4,40 €/kg","<h2><span style=\"color: rgb(0, 0, 0); font-size: 1em;\">This article contains various big sizes dresses for women. (cream &amp; first quality)</span><br /></h2><div>They are all different models, sizes: from size 20 = 48 EUR.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 4,40 €/kg.</div>","<h2><span style=\"font-size: 1em; color: rgb(0, 0, 0);\">Cet article contient différents robe femme grandes tailles. (qualité crème et premier)</span></h2><div>Ce sont tous des modèles différents, tailles: à partir de la taille 20 = 48 EUR.</div><div>Peut être disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 4,40 €/kg.</div>","<h2><span style=\"color: rgb(0, 0, 0); font-size: 1em;\">Dit artikel bevat verschillende grote maten jurken voor vrouwen. (eerste keuze kwaliteit met creme)</span><br /></h2><div>Het zijn allemaal verschillende modellen, maten: vanaf maat 20 = 48 EUR.</div><div>Kan beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 4,40 €/kg.</div>","Sold Out",0,110,,21,,0,25,,Used,No,ladies/big-sizes-ladies-dresses-25kg-4-40-eur/kg
"Girl summer dresses cream 25 kg",Ladies,"Girl summer dresses cream 25kg. 5,80 €/kg","Robes d’été filles crème 25kg. 5,80 €/kg","Meisjes zomer jurken creme 25kg. 5,80 €/kg","<h2><span style=\"color: rgb(0, 0, 0); font-size: 1em;\">This article contains various dresses cream quality for girls. Casual, nightlife, fashion...</span><br /></h2><div>They are all different sizes from size 10 years till size 8 or eur 36 and models (girls &amp; young ladies sizes).</div><div>Available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 5,80 €/kg.</div><div><br /></div>","<h2><span style=\"color: rgb(0, 0, 0); font-size: 1em;\">Cet article contient différentes robes filles qualité crème. Casual, vie nocturne, mode ...</span><br /></h2><div>Ils sont tous de tailles de la taille 10 ans jusqu'à la taille 8 ou eur 36 et de modèles différents (tailles de filles et jeune femme).</div><div>Disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 5,80 €/kg.</div><div><br /></div>","<h2><span style=\"color: rgb(0, 0, 0); font-size: 1em;\">Dit artikel bevat verschillende jurken crème kwaliteit voor meisjes. Casual, nachtleven, mode ...</span><br /></h2><div>Ze zijn allemaal verschillende maten vanaf maat 10 jaar tot maat 8 of eur 36&nbsp; en modellen (meisjes en jonge juffrouw maten).</div><div>Beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 5,80 €/kg.</div><div><br /></div>",Available,0,145.00,157.5,21,,1,25,,Used,No,ladies/girl-summer-dresses-cream-25kg-5-80-eur/kg
"Summer shoes mix. 25 kg",Spring/Summer,"Summer mixed shoes 25kg.   3,95 €/kg","Chaussures mélangé d'été 25kg.  3,95 €/kg","Zomer schoenen gemengd 25kg.   3,95 €/kg","<div><span style=\"font-size: 1em;\">The summer mixed shoes with cream is collected (paired) from UK Cash4Clothes goods.</span></div><div><span style=\"font-size: 1em;\">100% of the product is suitable for appraisal and in-store sales.</span></div><div><span style=\"font-size: 1em;\">Before packaging the goods, we do a quick check to secure the item.</span></div><div><span style=\"font-size: 1em;\">These items are very good for clients who has different shops or market with high &amp; low quality grades.</span><br /></div><div>Can be available to ship or pick up the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.</div><div>Price is 3,95 €/kg.</div>","<div><span style=\"font-size: 1em;\">Les chaussures&nbsp;</span>mélangé d'été<span style=\"font-size: 1em;\">&nbsp;(jumelé) avec de la crème proviennent des produits UK Cash4Clothes.</span></div><div><span style=\"font-size: 1em;\">100% du produit est adapté à l'évaluation et à la vente en magasin.</span></div><div><span style=\"font-size: 1em;\">Avant d’emballer les marchandises, nous effectuons un contrôle rapide pour sécuriser l’article.</span></div><div><span style=\"font-size: 1em;\">Ce articles sont très bons pour les clients qui ont différents magasins ou marchés avec des qualités de haute et basse qualité.</span><br /></div><div>Peut être disponible pour être expédié ou ramassé le même jours ouvrables après réception du paiement.</div><div>La boite/sac est de 25 kg. donc l'achat par boite/sac de 25 kg.</div><div>Le prix est de 3,95 €/kg.</div>","<div><span style=\"font-size: 1em;\">De zomer schoenen gemengd met crème wordt verzameld (per paar) uit UK Cash4Clothes goederen.</span></div><div><span style=\"font-size: 1em;\">100% van het product is geschikt voor taxatie en verkoop in de winkel.</span></div><div><span style=\"font-size: 1em;\">Voordat we de goederen verpakken, doen we een snelle controle om het artikel te beveiligen. Deze artikelen zijn zeer goed voor klanten met verschillende winkels of markten met hoge en minder hoge kwaliteitsklassen.</span><br /></div><div>Kan beschikbaar voor verzending of afhaling dezelfde werkdag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg.</div><div>Prijs is 3,95 €/KG.</div>",Available,0,98.75,105,21,,50,25,,Used,No,
"Summer shoes mix. cream 25 kg",Spring/Summer,"Summer mixed shoes cream 25kg.   7,90 €/kg","Chaussures mélangé d'été crème 25kg.  7,90 €/kg","Zomer schoenen gemengd creme 25kg.   7,90 €/kg","<div><span style=\"font-size: 1em;\">The summer mixed kids, men(8 pare) and women shoes cream is collected (paired) from UK Cash4Clothes goods.</span></div><div><span style=\"font-size: 1em;\">100% of the product is suitable for appraisal and in-store sales.</span></div><div><span style=\"font-size: 1em;\">Before packaging the goods, we do a quick check to secure the item.</span></div><div><span style=\"font-size: 1em;\">These items are very good for clients who has different shops or market with high quality grades.</span><br /></div><div>Can be available to ship or pick up the same day after receiving payment.</div><div>The bag/box is 25 kg. so the purchase per bag/box of 25 kg.</div><div>Price is 7,90 €/kg.</div>","<div><span style=\"font-size: 1em;\">Les chaussures&nbsp;</span>mélangé d'été pour homme( 8 pair), femmes et enfants<span style=\"font-size: 1em;\">&nbsp;(jumelé) de la crème proviennent des produits UK Cash4Clothes.</span></div><div><span style=\"font-size: 1em;\">100% du produit est adapté à l'évaluation et à la vente en magasin.</span></div><div><span style=\"font-size: 1em;\">Avant d’emballer les marchandises, nous effectuons un contrôle rapide pour sécuriser l’article.</span></div><div><span style=\"font-size: 1em;\">Ce articles sont très bons pour les clients qui ont différents magasins ou marchés avec des qualités exc</span>ellent<span style=\"font-size: 1em;\">.</span><br /></div><div>Peut être disponible pour être expédié ou ramassé le même jours ouvrables après réception du paiement.</div><div>La boite/sac est de 25 kg. donc l'achat par boite/sac de 25 kg.</div><div>Le prix est de 7,90 €/kg.</div>","<div><span style=\"font-size: 1em;\">De zomer schoenen gemengd dames, heren(8 paren) en kinder schoenen crème wordt verzameld (per paar) uit UK Cash4Clothes goederen.</span></div><div><span style=\"font-size: 1em;\">100% van het product is geschikt voor taxatie en verkoop in de winkel.</span></div><div><span style=\"font-size: 1em;\">Voordat we de goederen verpakken, doen we een snelle controle om het artikel te beveiligen. Deze artikelen zijn zeer goed voor klanten met verschillende winkels of markten met hoge kwaliteitsklassen.</span><br /></div><div>Kan beschikbaar voor verzending of afhaling dezelfde werkdag na ontvangst van betaling.</div><div>De doos/zak is 25 kg. dus de aankoop per doos/zak van 25 kg.</div><div>Prijs is 7,90 €/KG.</div>","Customers only",0,197.5,105,21,,7,25,,Used,No,spring/summer/summer-mixed-shoes-cream-25kg-7-90-e
"Caps & hats 25 kg",Adult,"Caps & hats 25kg. 5,80€/kg","Casquettes & chapeaux 25kg.      5,80 €/kg","Petten & hoeden 25kg. 5,80 €/kg","Caps &amp; hats good quality for shop with cream quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 5,80 €/kg.</div>","Casquettes et chapeaux de bonne qualité pour le magasin avec qualité crème.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 5,80 €/kg.</div>","<div>Petten &amp; hoeden van goede kwaliteit voor winkel met creme kwaliteit.</div><div>Kan beschikbaar voor verzending of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 5,80 €/KG.</div>","Customers only",0,145.00,,21,,1,25,,Used,No,adult/caps-hats-25kg-5-80eur/kg
"Household textile 25 kg",Accessories,"Household textile 25kg.  3,50 €/kg","Textile ménager 25kg.  3,50 €/kg","Huishoudtextiel 25kg.  3,50 €/kg","This article contains various elements such as bed linen, beddings, towels, tablecloth cream quality.<div>Available to ship or pick up, usually the same day after receipt of payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.</div><div>Price is 3.5<span style=\"font-size: 1em;\">0 €/kg.</span></div>","Cet article contient divers éléments tels que le linge de lit, les serviettes, la nappe qualité crème.<div>Disponible pour expédition ou ramassage, généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,50 €/kg.</div>","Dit artikel bevat verschillende elementen zoals beddengoed, handdoeken, tafelkleed crème kwaliteit.&nbsp;<div>Beschikbaar om te verzenden of af te halen, meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,50 €/kg.</div>",Available,0,87.50,127.5,21,,7,25,,Used,No,accessories/household-textile-25kg-3-50-eur/kg
"Ladies handbag A. 25 kg",Accessories,"Ladies handbag A. 25kg.     2,20 €/kg","Sac à main dames A. 25kg.   2,20 €/kg","Dames handtas A. 25kg.     2,20 €/kg","Ladies handbag good quality for shop with grade A quality.<div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 2,20 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div>","Sac à main dames de bonne qualité pour le magasin avec qualité grade A.<div>Peut être disponible pour être expédié ou ramassé généralement le même jour après réception du paiement.</div><div>Le sac est de 25 kg. donc l'achat par sac de 25 kg.&nbsp;</div><div>Le prix est de 2,20 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div><div><br /></div>","Dames handtas van goede kwaliteit voor winkel met grade A kwaliteit.<div>Kan beschikbaar voor verzendig of afhaling meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg. &nbsp;</div><div>Prijs is 2,20 €/KG.</div><div><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div><div><br /></div>",Available,0,55.00,,21,,2,25,,Used,No,accessories/ladies-handbag-a-25kg-2-20-eur/kg
"Ladies skinny pants A. 25 kg",Ladies,"Ladies skinny pants A. 25kg. 3,50 €/kg","Pantalons femmes slim A. 25kg  3,50 €/kg","Dames strakke broeken A. 25kg.  3,50 €/kg","This article contains various slim pants grade A. for women.&nbsp;<div>They are all different sizes and models.</div><div>Can be available to ship or pick up usually the same day after receiving payment.</div><div>The bag is 25 kg. so the purchase per bag of 25 kg.&nbsp;</div><div>Price is 3,50 €/kg.</div><div><br /></div><div>Does it not fit in your collection?</div><div>See the following articles.</div><div><br /></div>","Cet article contient divers pantalons slim grade A. pour femmes.<div>Ils sont tous de tailles et de modèles différents.</div><div>Peut être disponible pour expédier ou ramasser généralement le même jour après réception du paiement.</div><div>Le sac fait 25 kg. donc l'achat par sac de 25 kg.</div><div>Le prix est de 3,50 €/kg.</div><div><br /></div><div>Ne rentre-t-il pas dans votre collection?</div><div>Voir les articles suivants.</div><div><br /></div><div><br /></div>","Dit artikel bevat verschillende strakke broeken Grade A. voor dames.<div>Ze zijn allemaal verschillende maten en modellen.</div><div>Kan beschikbaar zijn voor verzending of ophalen meestal dezelfde dag na ontvangst van betaling.</div><div>De zak is 25 kg. dus de aankoop per zak van 25 kg.</div><div>Prijs is 3,50 €/kg.</div><div><span style=\"font-size: 1em;\"></span><br /></div><div>Past het niet in uw collectie?</div><div>Zie de volgende artikelen.</div><div><br /></div>",Available,0,87.5,,21,,1,25,,Used,No,ladies/ladies-skinny-pants-a-25kg-3-50-eur/kg
